registro_tipo,origem_fisica,localizacao,nome_arquivo,extensao,tamanho_bytes,periodo_snapshot,disponibilidade,familia_dado,classificacao_dado,linha_principal,linhas_aplicaveis,natureza,entidade_basica,granularidade,campos_chave_esperados,campos_status_esperados,campos_basicos_esperados,dados_pessoais_lgpd,fundamentacao,confianca_classificacao,usa_mcmv_financiada,usa_mcmv_cidades,usa_pro_moradia,usa_classe_media
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210119.txt,Base_PJ_FGTS_20210119.txt,.txt,3956085,2021-01-19,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210209.txt,Base_PJ_FGTS_20210209.txt,.txt,3969890,2021-02-09,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210309.txt,Base_PJ_FGTS_20210309.txt,.txt,3980548,2021-03-09,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210409.txt,Base_PJ_FGTS_20210409.txt,.txt,4018769,2021-04-09,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210509.txt,Base_PJ_FGTS_20210509.txt,.txt,4044784,2021-05-09,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210609.txt,Base_PJ_FGTS_20210609.txt,.txt,4071010,2021-06-09,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210707.txt,Base_PJ_FGTS_20210707.txt,.txt,4098875,2021-07-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210807.txt,Base_PJ_FGTS_20210807.txt,.txt,4121964,2021-08-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20210907.txt,Base_PJ_FGTS_20210907.txt,.txt,4151850,2021-09-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20211007.txt,Base_PJ_FGTS_20211007.txt,.txt,4180198,2021-10-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20211107.txt,Base_PJ_FGTS_20211107.txt,.txt,4178736,2021-11-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20211207.txt,Base_PJ_FGTS_20211207.txt,.txt,4243896,2021-12-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220107.txt,Base_PJ_FGTS_20220107.txt,.txt,4288647,2022-01-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220207.txt,Base_PJ_FGTS_20220207.txt,.txt,4320712,2022-02-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220307.txt,Base_PJ_FGTS_20220307.txt,.txt,4346207,2022-03-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220407.txt,Base_PJ_FGTS_20220407.txt,.txt,4376597,2022-04-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220507.txt,Base_PJ_FGTS_20220507.txt,.txt,4401018,2022-05-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220607.txt,Base_PJ_FGTS_20220607.txt,.txt,4430737,2022-06-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220707.txt,Base_PJ_FGTS_20220707.txt,.txt,4454878,2022-07-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220807.txt,Base_PJ_FGTS_20220807.txt,.txt,4484458,2022-08-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20220907.txt,Base_PJ_FGTS_20220907.txt,.txt,4514595,2022-09-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20221007.txt,Base_PJ_FGTS_20221007.txt,.txt,4539629,2022-10-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20221107.txt,Base_PJ_FGTS_20221107.txt,.txt,4581330,2022-11-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20221207.txt,Base_PJ_FGTS_20221207.txt,.txt,4608604,2022-12-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230107.txt,Base_PJ_FGTS_20230107.txt,.txt,4656810,2023-01-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230207.txt,Base_PJ_FGTS_20230207.txt,.txt,4684885,2023-02-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230307.txt,Base_PJ_FGTS_20230307.txt,.txt,4721866,2023-03-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230407.txt,Base_PJ_FGTS_20230407.txt,.txt,4761754,2023-04-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230508.txt,Base_PJ_FGTS_20230508.txt,.txt,4157527,2023-05-08,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230607.txt,Base_PJ_FGTS_20230607.txt,.txt,4820984,2023-06-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230707.txt,Base_PJ_FGTS_20230707.txt,.txt,4865846,2023-07-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230807.txt,Base_PJ_FGTS_20230807.txt,.txt,4929732,2023-08-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20230907.txt,Base_PJ_FGTS_20230907.txt,.txt,4976945,2023-09-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20231007.txt,Base_PJ_FGTS_20231007.txt,.txt,5044051,2023-10-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20231107.txt,Base_PJ_FGTS_20231107.txt,.txt,5091380,2023-11-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20231207.txt,Base_PJ_FGTS_20231207.txt,.txt,5134173,2023-12-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20240107.txt,Base_PJ_FGTS_20240107.txt,.txt,5177617,2024-01-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20240207.txt,Base_PJ_FGTS_20240207.txt,.txt,5242731,2024-02-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PJ_FGTS_20240307.txt,Base_PJ_FGTS_20240307.txt,.txt,5297213,2024-03-07,minio,base_pj_fgts,empreendimentos/obras PJ FGTS,mcmv_financiada,mcmv_financiada,financiada,empreendimento_apf,empreendimento/APF por snapshot,NU_APF; CGC/CNPJ; agente financeiro; IBGE,SITUACAO_OBRA; SITUACAO_CONTRATO; PERCENTUAL_OBRA_REALIZADO,nome empreendimento; construtora; unidades financiadas/concluídas/entregues; início/término; valores; endereço; geolocalização,não na estrutura amostrada; contém dados de pessoa jurídica,"Base PJ FGTS contém APF, empreendimento, execução e status físico/contratual.",alta,True,False,False,False
